Text,Label,Hate Probability,Counterhate Probability,Neutral Probability
👀🧐  HOLY SHIT  🤬🤬🤬🤬🤬🤬🤬  F💥ck the Democrats  Warning: your BP will rise. You will be pissed  🚨Dems introduce bill that gives illegals ChinaVirus aid🚨  NO!   👉How many illegals are right now over taxing our healthcare system?  https://t.co/qbGf0Oq3Hn,Other,0.13746856861941442,0.006520452349467253,0.24764953586119187
@DrYoung06 @DeAnna4Congress @maddad0921 Guess what it's a #ChineseVirus and will always be remembered as such just like the Spanish flue Build a fucking bridge and go across Life isnt always a rose garden,Other,0.427076323473964,0.25507629528711934,0.09926926487175203
"Trump’s retard. But fuck Chinese communists! I used to pile on people for calling it ""Chinese Virus"". It is fucking ""Chinese Virus""! Chinese knew about this contagious virus early on, tried to muzzle those who red flagged it; &amp; made them die. Families of all dead must sue Chinese",Hate,0.8636683611546545,0.2298184739462453,0.0007548978591075042
"#fuckchina for eating dogs. For boiling them alive! I hope there comes a day, where those who are doing this, are legal to kill the same way you kill animals. I hope you end up being tested on and boiled alive!  This is the reality you people want to live in? Filthy country!",Hate,0.8925258053782519,0.015215264839573719,0.02825780328747896
"This mentality is rlly the reason why covid-19 is now a pandemic. Countries here in Asia are TRYING REALLY HARD, despite insufficient funding and incompetent Govt. But everyone tries. Meanwhile westies take shit for granted. Now look at yall",Other,0.01911871215941323,0.5562880510069365,0.5411751166921428
"@Collinstaxacct @MFA_China As a normal person,please say human words. Trumple said chinese virus,it's come from China. Truple said your a shit,do u come from Trumple asshole. What's white lung in Sep,2019,do chinese logged in American aircraft carrier.",Other,0.3436535910199628,0.05025628761691963,0.2010740221579489
"#auspol - all you idiot politicians playing with #Australian lives for the sake of $$$ 💰 from the #Chinese - your disservice to the public won’t be forgotten at the ballot office. All the retarded bureaucrats who think you are safe, #Coronavirus affects you too. #TravelBan",Other,0.14237209707105772,0.040582648582996074,0.10048229463455578
"@brianstelter FUCK OFF! why hasn't the coronavirus killed more Americans than the flu?   Oh yeah, that's right because the Flu has a higher mortality rate than this ChineseBiologicalChemical virus!",Hate,0.5157209472638254,0.12774270058461396,0.321011458800996
Almost half of my colleagues lost their jobs today :(  Fuck you #China. Fuck you to the moon.  — #ChineseVirus https://t.co/cz1zggvrnu,Hate,0.9263003002780559,0.009731599733770139,0.08453902968394432
"@AnimalsInnocent The only virus on the planet are these damn Chinese, I know that some of them are not bad people, but for the most part they are shit 🤬Asian culture in general is shit, their gastronomy",Hate,0.8803052067598762,0.33094893455875596,0.005671506312592384
"@DrEricDing Chinese always have this shit, like with thousands crime of evil CCP, they still tries to advocate for CCP, apparently it's in your gene. Now embrace it, since the CCP= Chinese, Wuhan coronavirus is Chinese virus.",Hate,0.9614238371504154,0.05351964635263294,0.024639753885339247
"What. The. Fuck. Is. This. Boomer. Saying.  ''Durrr, the DemocRATS released a virus in WUHAN to try and get back a DRUMPF''",Other,0.08305932988013182,0.010182743471093053,0.4315024146425629
China leaked that shit from a lab 100%,Hate,0.8870170916632802,0.003839132877945442,0.09590732480851084
The Commie Chink bastards should pay for this global pandemic.,Hate,0.9632806608843958,0.0005161913323186166,0.006711594457280594
That way I would have won as well as I'm probably the only one who still Idolizes him after all these years. This was his moment but this Chinese virus has sucked the damn joy out of everything. Damn you!!!!,Neutral,0.03557098938142742,0.019848120503190146,0.6516726602378949
@BarackObama Hello?  Anyone home???  @barackobama We have a fucking Chinese virus pandemic going on in the world. Can you stop with the “transformation” for a decade or two and talk about saving LIVES!!  This is REAL science!!!!!!!!!,Other,0.2040705842169268,0.17077347734342826,0.31332734204029883
IM SO TIRED OF THE BLATANT RACISM BRUH UR CORONAVIRUS JOKES ARENT FUNNY UR BLTANT RACISM TOWARDS ASIAN PEOPLE OR CHINESE RESTAURANTS ARENT FUNNT SHUT THE FUCK UP,Counterhate,0.041165427441712726,0.7401665983078403,0.08312507721094856
@TeamYouTube @Fight4HongKong What about the pro-China shits? You just let them go even they talk about coronavirus?,Neutral,0.08096728744437776,0.018913447742778904,0.7615415104923878
'Unique ordeal': Wuhan evacuees head home after 14 days quarantined in Darwin https://t.co/xpy7zkkWoI via @ABCNews Absolutely amazing no whinging &amp; bitching about racist Australians &amp; the shocking quarantine conditions now ? I’m sure they thought it would be like Chinese camps !,Neutral,0.07013098251469282,0.009804111635724153,0.8385979953647285
"@Nomor20420471 @CABO_BABY @ErinMayeQuade @atrupar The Communist Chinese are trying to place the blame of the CHINESE VIRUS on American men and women, our Troops! Our men and women are not responsible for the deadly virus that is now in 150 countries, killing thousands of people. I stand with Americans and will not allow it!",Hate,0.8250515504241868,0.09481324035985528,0.023306421962112817
"@BetelgeuseDeo @fehler_thomas @permitstu @Adanger15 @PEACHYBLACKG0RL @misterpac_ If you want to blame someone, blame the Chinese government for failing to regulate and properly inspect all food and trade that comes in and out and is distributed throughout retail shops. But if you blame your Chinese neighbor for spreading the virus, you are fucking dumb.",Hate,0.6890455422729618,0.3942918718128032,0.013343228505770518
@R_S_S___ @XHNews so how do we wuhan people against the virus？by useing the useless masks？funny mud pee and go fucking yourself,Other,0.07067663746834207,0.06003251787513401,0.15353214695413273
"at the hip in Boston's seedy Chinatown with wall to wall whore parlors that sell sex.  @MichelleJWu  if you want to be an expert in health, medicine go back to school  and get your degree. You ARE NOT an expert on the Coronavirus. If citizens decide it's safer to stay away do be",Other,0.0441180206005655,0.0652320261920116,0.1932999887419378
fuck china,Hate,0.7418362023968381,0.0032333872322903943,0.11460314573967735
All #Duterte needed to do was read the script and he still couldn't help himself from sucking Chinese dick! SICK OLD MAN! #CoronavirusPandemic #COVID19 #coronavirus,Other,0.11314156473766943,0.03403101219041342,0.2724708580757368
A white war between the humans and virus whatever Chinese virus or corona virus (COVID-19) So thousands of crowds must be staying in a line No religions No racism  this is a notification for the humans More like a Alarm,Neutral,0.05187993016105173,0.15172603438701646,0.7950066913257451
"@pushforward40 @charliekirk11 The Chinese have been trying to kill us for a very long time.  Poisoning our dogs, tainted Sheetrock, and now biologically producing a virus that kills massive amounts of people worldwide.",Hate,0.959463005643845,0.028849630112038626,0.038866804293807525
This shit a global pandemic i wish they stop lying to us    South Korea becomes most infected country outside China for coronavirus as cases spike  https://t.co/oI4vRO3usy,Other,0.44174217853023434,0.025514052366374836,0.236951746494102
@wzndlnxx @ankit91364294 @Nirajkc150Niraj @China_Amb_India @the_hindu @businessline U people eat fresh live shit with all virus bacteria fungus !! U people don't leave any living creature 🤮🤮 what tribe of people eats bats and monsters 🤮🤮🤮🤮🤮 #ChineseVirus  making world suffer!!!,Hate,0.9267375513677013,0.02757991682950896,0.11672750923293258
@mttywayne15 @TheWayneOffendr @nickwirbel @ChrisDepo @DanCrenshawTX ‘Congratulations’? Is that another stab at clever snark? Trump created the shit culture. Every weakling who runs around calling Covid-19 the ‘Chinese Virus’ because they think it makes them sound like anything other than a poser patriot fuels the environment created by the GOP.,Other,0.05792883869232582,0.05518639257202091,0.16477776571061925
"@nntaleb, CNN rightly highlights despicable racist attacks on Asians, but then falls back on the “flu kills more people” fallacy :-( https://t.co/JuVJvQqwzG",Neutral,0.006839667384769218,0.4223136806954069,0.8045017419287006
@DrTedros SHAME!!!  People are dying because of YOU! You received money and benefits from China and you are COVERING CHINA'S SHIT! You don't desesrve to be the leader of WHO! Your colleagues and you are not doing what's the best for all humans. #ChineseVirus #ChinaLiedPeopleDied #CHO,Other,0.3922926471686319,0.01911689596138916,0.0031722139463106957
@XHNews xi created the chinese virus  china is a shit hole,Hate,0.961953263290959,0.04632601393225463,0.022952439348852303
"@DrTedros @WHO @AnnetteMKennedy @ICNurses @world_midwives How much did you get from china for killing innocent human being across the globe, you murderer. #WuhanVirus #ChinaLiedPeopleDie #WuhanHealthOrganisation",Hate,0.8958539324336433,0.0004493394833350347,0.03327381291194106
@jacquep Everything will be alright as long as the whole country keeps singing Rule Britannia and Land of soap and Tories. That will show that Chink virus whose boss.,Hate,0.816003939664627,0.00596260765870128,0.15069699708609915
if Biden started calling it the Wuhan virus every shit lib would try to tell you it was woke of him to do so,Other,0.03178291258588071,0.021790494964814416,0.4429316621870076
@seanhannity Nothing is more disgusting in America than a virus being spread by fake news .  152 countries around the world have citizens dying of a Chinese Pandemic and all the American mainstream media can do is try to blame it all on the US President.,Other,0.4191680155396433,0.26329543006250294,0.1264448166834594
"The same bitches who say, “Ew. Chinese people so gross with this Coronavirus” are the same bitches who have unprotected sex with strangers and wonder why their coochie itch",Other,0.014303882152881097,0.24828254580681336,0.34279274514610975
@9s_Watch @FuckChina721831 @MOFA_Taiwan @WHO The one should shut the fuck up is you #fuckchina,Hate,0.7692945096078363,0.07018040392259055,0.013725084282708903
Communist China doing Communist things. That country is fuckin ass.,Hate,0.995568122327595,0.008574745083872782,0.0004638282229821684
"COMMIE CHINK FUX SEEK TO CONTROL 'nCoV'//COVID-19 NARRATIVE; China steps up western media campaign over coronavirus crisis https://t.co/lDDKwCkfUa: 'xi', The Whole World knows the truth about u &amp; the 'CCF' Cadre - you mass murderer &amp; Stone-Cold serial killer",Hate,0.9736142041709214,0.007395449190040926,0.004645682507799567
Lmao chink funny as hell her and veshia 😂😂😂😅,Neutral,0.013644320223835629,0.04258571227524706,0.5887664695927961
"I hope nobody actually needs to be told this, but: odds of someone catching the coronavirus from American/Canadian Chinese restaurants are about as slim as catching it from literally anyone else here. The idea that people should avoid them is not only unfair but fucking asinine.",Counterhate,0.15055514194253483,0.6999938469196958,0.10339112265801063
"President Trump is doing a great job. The weight of a Nation is on his shoulders and he is forging forward. Perhaps instead of bitching, why not jump in and help? This #ChineseVirus affects all Americans; it affects the world. #COVID19 #coronavirus https://t.co/j9b1HaZae1",Other,0.006659117494018449,0.08906041110731884,0.45270642028986363
"Fuck China,spreading the virus all over the world,shame on you! #WuhanHealthOrganisation #ChinaLiedPeopleDied #ChinaIsAsshoe #ChinaVirus",Hate,0.9383834159616907,0.0016204347341728484,0.021160708019499076
"If you Democrats think you got you ass whooped in 2016 think again.   You have no fucking clue what's going to happen in Nov.   After 3 1/2 years of your BS &amp; now this CHINESE Virus, America is going to rise up &amp; crush the entire works of you MUTTS.   @realDonaldTrump #KAG https://t.co/rsmmtzSSIb",Hate,0.5307242735519992,0.06256662627621278,0.00514741115565715
"@HandongOliver @goodboy1021 @SpokespersonCHN @WSJ @washingtonpost @nytimes No, you have been champion for the first few months in chinkna.  How many chinks in your family died? The American soldiers might have also got infected in Wuhan, but the ORIGIN of that virus is still from Wuhan. Do you need coffins?",Hate,0.7070740442913105,0.000546149024000935,0.17823808765396928
"@CoombsGill @blaiklockBP @coombsgill Go hug a Muslim or Chinese. Hopefully, you will contract the Chinese virus and die as a  “non-racist” in the name of diversity. Bye!",Other,0.33177506134009066,0.10320733390788812,0.3336167872797212
GTFO Andrew Yang. I’m not going to put on a show to appease racists. I’ve seen my parents do this dance their entire lives and they still get called chink in public.,Other,0.08112339588566193,0.17514568249070497,0.25592819438867126
@realDonaldTrump So do not expect black jew obama black jew leader cuz - to help out - look at who she has for friends - rapers -  Global Trade Disrupted as Companies Reduce Shipments From China Amid Coronavirus Outbreak - https://t.co/I1O1SwgFgi,Other,0.014632576935752827,0.016471908672567124,0.46250207970786716
@moonlightdr1ve Mentel banget chink,Neutral,0.004631783438618111,0.0035136754286671096,0.9840342323979164
"@WagerSolution @OrlanditoSilva @yummy_peaches83 @Xpressreport @GreenJeanASSET @CurliHeadedFuk @eugenegu @realDonaldTrump Why do MAGAts think this is a valid response when confronted with everything Trump did wrong? 1) It WAS racist. Calling it the “Chinese Virus” is racist. The virus had already spread all over the world, and you’re gonna love this, infected Americans were still being allowed in.",Other,0.2163204545895022,0.21104432384446659,0.07975053896395053
@CGTNOfficial His ass burning..due to Chinese virus,Other,0.1637843782460534,0.006205512357827939,0.4179306544462518
"@vanOnselenP @australian As a Chinese , really want to tell Australia people and the government never never trust CCP! They were born to eliminate human ! This CCP virus is not Chinese virus , we all victims! In the future we will be together to sue the CCP!Otherwise it will happen again! You never know",Hate,0.9730479843025257,0.0491848417701085,0.02492524135981246
"If you start a post with ""we aren't racist . . ."" And proceed to record a video of you calling it the Chinese virus, you are racist.",Neutral,0.08767689601629491,0.3164863173712595,0.5068004193789081
"Please don’t offer any helps or sympathy to China, they don’t deserve it. #CCP do very well on create hatred and shameless people in their country. And finally they will killed by themselves (plus whole world.",Hate,0.8984273780225573,0.018355804885974766,0.015779297048404178
OOFF. Got called a dirty chink and got told to go back to my home country.   I’m from Nebraska. Home of the free and home of the corn. Let me buy my groceries in peace.,Other,0.17442173892035087,0.00800096250709759,0.48138763801901957
"@RWPUSA @realDonaldTrump Although it doesn’t sound right to say “Chinese virus”, the origin of the Virus is animal (days, cats,bats,rats,snakes,etc) meat market in Wuhan.The virus transferred from animal to human, and then,from human to human. Thus,Chinese people should change their eating habits.",Hate,0.9514549865050538,0.009251021847728904,0.07771848159822212
"the nhs and the uk gov is a fucking joke, letting the foreigners do all the work in the icu without the correct ppe, whereas the rest of them do admin work because they don't want to contract the wuhan virus (covid 19).",Other,0.045016781396110775,0.02479488256769296,0.06807537736453877
"@ausgov How about you reconsider our trade arrangements with China and start bringing  back to Australia. They can't (but, will) keep getting away with shit like this. #BoycottChina #australiafirst #ChinaLiedPeopleDied",Hate,0.9509056239296835,0.007283897060459093,0.02558354804911798
Trailer for the new #BladeRunner movie! 😬  #COVID #coronavirus #COVIDー19  #china #WuhanCoronavirus,Neutral,0.09643608806066732,0.010385351385911663,0.6987716511460402
This is really fucked up. REAL FUCKED UP. #WuhanVirus #COVID19 #ChinaLiedPeopleDied,Hate,0.9096719225329531,0.004451348602112861,0.060441595890914496
"@Ajith_Selva8 @Narayanan3 no idiotic and human virus communists can stand in front of us I have clearly explained how Spain, Italy, other European countries sent back Chinese kits saying faulty equipment has caused the spread of the virus in their countries nasty fellows",Hate,0.7687473756527375,0.03260166357246126,0.03578739804527866
"Just when I think shit can’t get more fucked up, the Chinese virus got Joe Exotic https://t.co/8r6cPEmjKL",Hate,0.587561756012885,0.07240663069710832,0.42747655278019026
@trishankkarthik Who cares how the Chinese cooked up their numbers. Nobody with an ounce of sense believed them in the first place. But if you look at their actions it will tell you some useful info: their major cities are free of the virus. And they’re shit scared of it coming back.... /,Hate,0.7344613046028855,0.07898657852521547,0.19666129028659315
"@SpeakerPelosi @jaketapper Isn't it interesting that the Chinavirus hotspots are Democrat cities? Sanctuary cities? ""Welcoming cities?"" @SpeakerPelosi @JoeBiden called @realDonaldTrump's China travel ban racist. Look at what they're ""welcoming"" has done. The Democrats have killed thousands of people.",Other,0.24020587783220068,0.026847909651155282,0.0858588799017039
China trolls &amp; their Democrat troll puppets are sitting on most of the hashtags defending the Chinese Community Party &amp; slamming the President. Fuck em! #WuhanVirus,Hate,0.9099279496920002,0.05369507488814475,0.017178235898264217
@mehdirhasan Middle East countries do not have the medical resources available to its population. The Chinese COVID-19 virus death rate should be 10X that of other countries.,Neutral,0.1451910991367797,0.1111151411020434,0.8716402096655471
“chinese virus” isn’t inherently racist unless you make it racist you cannot change my mind goodbye americans,Counterhate,0.07889972853433115,0.5738428159068694,0.40705490573039277
@thehill Ain't it awful? It's called the Chinese Virus. Damned Americans just won't take direction from Beijing anymore. Must be all that damned patriotism. Can't seem to get anyone new to commit treason anymore? Have to rely upon the ones you bought years ago? Must really suck to be you.,Other,0.06538773503051823,0.09840725551067121,0.25984243801502227
"@WSJPolitics @3M are assholes, CCP pillaged the worlds supplies, fuck china, keep the masks in America. I dont care where the resources come from. We all gotta live like assholes now and no one wants to blame on the CCP and the Who   #CCPVirus #coronavirus",Hate,0.9450542009999795,0.002558784777865727,0.005718610240323355
"This is a good thing. Take back your independence America and stop dealing with Communists and Globalists that's trying to destroy our country. Also, help her rid of the Socialists Democrats in Congress who r selling our country to outsiders.",Other,0.18356740216469228,0.017104807724164024,0.20179142949866383
"@GOPLeader You fucking racist ass. Its not the Chinese Coronavirus, its just the coronavirus.",Counterhate,0.2747733451595857,0.545056240594913,0.045276389952366956
"@memen7omori @vonderleyen See, how shame one you. Chinese always use this way to force people, like a grand baby. Whatever you said, more people know what is China doing the bull shit these months, at this way we have to thanks for ChineseVirus.  #TaiwanCanHelp #TaiwanIsHelping  #ChinaLiesPeopleDie",Hate,0.6817524567197113,0.036279436223345916,0.06160079329985475
I hope ji xinginp gets fucked by a cactus..  #WuhanVirus  #ChineseVirusCorona,Hate,0.6688386715686405,0.006424957280402676,0.1853457419159506
fucking Chinese virus!!,Hate,0.8702069740855992,0.04265026787591812,0.08778380277422686
@yaboyabz I'm not talking about the church closing I'm talking about blaming the Chinese government for the plague like yeah their actions and shit was questionable but did they create the virus?,Other,0.3198597048970711,0.049502377192809144,0.4532742184979778
"@CuomoPrimeTime @ChrisCuomo BOCOc,  little ted lieu seems hurt.  Found the source of the “WUHAN virus” term, leading to FAKE outrage.  If you spent a little more time, TELLING THE TRUTH, instead of  FVCKING AROUND LIKE A LITTLE BITCH stooge,  We’d be better off!  https://t.co/QeBdgVthev",Other,0.09167857860932815,0.0067288156786214255,0.21296227350376973
@_ReaalAmerican_ @RudyGiuliani @realDonaldTrump trump closed the border end January to stop the spread from China virus  The dip shit Democrats called him a racist Trump created Chinese virus working group feb 1 Democrats were more worried about impeaching Trump then they were about the virus on feb 1 Democrats are donkeys,Other,0.07334383882132132,0.008124023482261548,0.2652549062368924
"Politics over past decade has created a permissive racist UK (Muslims, Eastern European &amp; now Chinese).  Hospitality industry is driven by many from these communities. What are we doing to tackle this? “Chinese people targeted with abuse over coronavirus” https://t.co/cgP3KrDtie",Neutral,0.014366826075923328,0.14106584145924364,0.823149107970735
6.64 million jobless claims...  Fuck the Chinese Fuck the Wuhan virus Fuck the Democrats Fuck the toilet paper hoarders Fuck the media Fuck this quarantine,Hate,0.8303493904226598,0.009307504327056872,0.05281651630494272
I remember when we first hear about the corona virus we was all let damn them Chinese niggas is wild now look 😟😟😟,Neutral,0.4877159788205154,0.01752448516991484,0.6422032671891097
@Huawei Fuck u chinese you are virus #ChineseWuhanVirus #ChineseCoronaVirus #ChineseVirus19,Hate,0.8932714100668252,0.026245143547252745,0.09752125991292077
@oged07 @anthonytao @DoubleEph Same people that tried to tell Americans they were racist for calling it the Chinese virus.,Other,0.10160807227853157,0.12078917455080346,0.3150540746969086
"@TheSun This isn't racist you fucking morons!!!! It's the Truth! Oh wait a minute this is The Sun Newspaper page. .Oh yeah, all your journalists write BULLSHIT! Maybe when you get the virus you would also hate the filthy Chinese for what their wet markets have done.",Other,0.48038646021504783,0.17869776196728837,0.17501132596063876
@DonaldJTrumpJr If they would’ve put half the effort into the Chinese virus they did on the disgusting impeachment shit who knows what could’ve been accomplished already!,Other,0.10245507741709094,0.009294719047738112,0.241806385677895
@AmoneyResists #Trump2020 saved lives when he shut down travel from China while #liberals screamed #racist.  Results matter.  What have liberals ever accomplished?  Seriously!  What?  Anything?  #Detroit?  Shit on the streets in San Francisco?  #SanctuaryCities are the hotspots for #WuhanVirus,Other,0.11866620354531177,0.007775954391277761,0.3739621496256762
@GordonGChang @CPAC @SaraCarterDC All countries need to refuse any Chinese people from entering their countries until China allows the world medical professionals and media to investigate their country for virus related info.,Other,0.5384328739514952,0.0061778913230684665,0.5900745980888908
That’s Chinese in CCP controled China! Do you think they are human kind? I don’t! They look human kind but they are evil!,Hate,0.9646872307088391,0.07507401505718664,0.03348073955995674
Funny how all those so called experts who were screaming (just the flu.) Are now telling everyone how they have been warning about #COVID19 from day one. When i started in was me translating chinese puting out warnings. While being called crazy. (Experts my ass)!!!,Other,0.1695946901020381,0.16522312251296378,0.08656643372708037
"@Shakypro @AyesheI It's NOT the 'Chinese Virus', it's Covid 19. That's the problem, that's why it's racist. If you (universal 'you') since white people suck, basically anyone who 'looks Asian' to them get spit on, hit etc. It's not just the name, it's the racism being showed towards them right now.",Counterhate,0.03831160679525034,0.9806037898823021,0.020049121400020988
@XieYuanzhao @ChineseEmbinUK It is called the “Chinese Syndrome” —chink man. https://t.co/7SIg9ffzVC,Other,0.29726429601587956,0.13937312833784377,0.2355305875140081
@ChinaScience @MicrobiomDigest Chinesevirus killing million of Innocent people in 205 countries,Hate,0.8457396592183924,0.004924369611925516,0.462700006703897
They eat shit never a truer word spoken #China #ChinaFlu #KungFlu #diseasedpeople #BanChineseWetMarkets #BanChina https://t.co/0dRxms1KVT,Hate,0.9536382803760823,0.00825239846294338,0.24581013384671732
"@Enjoneer01 @IlhanMN Asking to happen is about as stupid as demanding a cure for Wuhan Virus to be done tomorrow .   Omar is all shit talk , mostly about things she has no idea about . Lip service that sounds pretty .",Neutral,0.04333760197728434,0.008728007477694684,0.5757708742144595
"@SenSchumer Aww, was the big bully pwesident mean to little chuckie.  Whiny, little bitch.  #cutiepie #ChineseCoronaVirus #WuhanVirus",Hate,0.5562113109539323,0.0069876531304387856,0.015398233682885277
"@davemacladd My partner, just off the phone to her bestie who is convinced that Coronavirus was made by the Chinese and sent to us in revenge for not allowing Huawei to install our 5G. If only we could have a virus that only infected the 'thick as shit' in the population, I despair.",Other,0.17946947225200763,0.24429251557490117,0.08830505799192728
"🇺🇸🇺🇸🌺🌹🤩🌷🌼🇺🇸🌼🌷🤩🌹🌺🇺🇸🇺🇸 Could you imagine how infected with the Chinese virus America would be if the Wicked Witch of San Francisco, Nervous Nancy, was allowed to make the decision about limiting travel from China?  We'd be fucked!  God Bless America! God save our POTUS!",Other,0.1968231006898192,0.09328002951331114,0.11713566731901529
@chuansao25813 @Bearsaroo @kriseva38514144 @AmbLiuXiaoMing We wouldn't have the fucking virus if chinese government had constrained it.,Hate,0.6725619718727989,0.04396766346646385,0.10182982807188562
@dpIGqWEmkTGM1HA @bigboobyforlyf @gogoakback @bikash63 @vikaspandey7391 Stfu chink y'all suck mudafakaas..,Other,0.24806068387381483,0.01658046440966117,0.3152154143531892
"@TedDBexar well, that's just downright stupid.  Kills himself because he worried about the Chinese virus?  Damn. Some people......",Other,0.06453508231632522,0.06568552686818067,0.383130011592355
"Trump says the coronavirus is a hoax. Put your money where your mouth is, bitch - go to China. Now. #Coronavid19",Other,0.19221076587880076,0.009448921368302544,0.1677153827634154
"@TheQueenSade @EnglishFox101 @KevinRampling You are fucking kidding right? Have you seen the videos of the Wuhan wet market or photos of the facilities that were hastily constructed to deal with the virus? If you had, you wouldn't be spouting this absurd bullshit. Do some research and stop being a fucking clueless tosser!",Other,0.030174740178014327,0.00807642468045474,0.34733832742449416
"Amazing,, the only people dying from the Coronavirus are those in Socialist, Communist countries. Yet there’s people voting for their government health care system here in America. Bernie and the Democratics promising shit for votes works for uneducated college age students.",Other,0.029440800289408094,0.121990178998106,0.452455870792668
"@AliciaRedd2 @itsJeffTiedrich @realDonaldTrump I FUCK YOU baby, beautiful Only trump have guts to say CHINESE Virus and to take action against china. https://t.co/VTiOBn27zU",Hate,0.632840008679999,0.09225471811303765,0.013405355662225487
@NikkiHaley @NavroopSingh_ @standamericanow Fuck u china 🖕 What u did to world is a nothing less than a war crime. The entire world is paying a huge price because of this filthy bastard country china. Once this pandemic is over the entire world should come together to make china pay for its crime.  #ChinaLiedPeopleDied https://t.co/AzYekcwrmI,Hate,0.9987475375188805,0.006425486413731702,0.0012106121254675769
"@Instablocked @CC03223046 @fat_lenin @Telescopemt @jenningsrall @Reuters I didn’t call you racist,dude. I called the another prick here who was calling saying that Spanish flu is Spanish because of its name and he was calling the SARS-CoV-2 the “Wuhan Virus” and being racist towards the Chinese. Looks like he deleted his account though,lmao.",Other,0.20256936358919286,0.06258187161228033,0.11220622480450881
My dad has a wild ass theory. He was in Wuhan at the end of November and was sick for most of December with fever and the worst sounding cough ever. Also I got sick when I visited. He thinks we already had the coronavirus 😂😂😂,Neutral,0.004210752261948975,0.027009897789517175,0.9409916328974564
@SUPTlX no im just a chink,Neutral,0.04875307182195755,0.00567343778480633,0.9139784118208182
Don't let the chinese see this they will probably eat it and create som Venom shit type of virus,Hate,0.9531956821577338,0.01474808781626534,0.051737411608572606
@cravecreative @Tiamatst81 Horrible stuff.  Good for you for showing it.  BardsofWar on Youtube has talked about Wuhan being hotbed of Nationalists and Coronavirus may be cover for suppression (and of course the maneStreemMedia somehow does not cover Hong Kong).  The gore and filth of communism.,Other,0.17502103643786,0.001630096399500893,0.362414718786755
Chinese people be weird af... now there’s going to be another virus outbreak cuz these fucks like to eat weird shit,Hate,0.8236511239836233,0.2898090727176238,0.021914806822416037
China kills students on 4.6.1989. It keeps lying no one died. In Recent years China kills #HongKong #tibet #Uyghur ppl. Now it is killing ppl in the world by #ChineseVirus #COVID19 #ChinaLiesPeopleDie #China_is_terrorist  #ChinaVirus,Hate,0.9637649626359852,0.0050791640051301,0.018238434535788627
#COVID19 so this all started cuz some chinks want bat soup 🤡🤡🤡,Hate,0.9066649198524193,0.0013186564967655346,0.1331319001077269
Love how people are starting to call it the CCP virus cuz its the Chinese governments fault we're all stuck inside cuz theyre power mad fuck heads.,Hate,0.7489845761030238,0.17244585061742665,0.009093464471248891
I could say a lot about you dirty no good mfs witcha chink ass eyes and you and ya whole fuckin fam stinking up the apartment hallway with ya nasty ass food and fish soups or let’s talk bout how you’ve turned downtown Oakland into a fuckin pigsty filthy bitches watch ya mouth,Hate,0.8049951791471304,0.039468187601919544,0.03397063314153677
@TiffySweeney wouldn’t go back to my ex not even for the chinese virus cure. I rather fucking croke,Neutral,0.1048415526821092,0.08616510217320728,0.5694753805103182
"@wil_silent @ChrisPen2530 @SkyNewsBreak Science bitch!  ""In 2014, a new theory about the origins of the virus suggested that it first emerged in China, National Geographic reported. Previously undiscovered records linked the flu to the transportation of Chinese laborers""   https://t.co/qbLAunmTxw",Other,0.7608077204185746,0.0014656662585564497,0.5885548982392411
fucked a Chinese girl and found out that she had the coronavirus https://t.co/7W2fcnKphE,Neutral,0.12012980607612779,0.02059149092163226,0.724008969235963
Niggas stopped eating Chinese cuz the roni? Smh,Counterhate,0.13596218851032094,0.5972406585278047,0.08505905714214851
"@SacBeeEditBoard @DebraMessing @RepGraceMeng @tedlieu The Trump Administration uses every crises to go full on racist: terrorist attack-ban the Muslims, Central Americans at border-build the wall, Coronavirus-Cancel flights from China, white males mass shoot hundreds-mental illness..sad!🙄🙄🙄",Other,0.09398087904719243,0.03397015802110186,0.3102761209644397
"@realDonaldTrump @JasonMillerinDC CCP killed Xinjiang and Tibetans,I remain silent;  CCP kills Hong Kong people with virus, I remain silent;  CCP killed all Chinese with virus ,I remained silent;  Today, CCP kills people all over the world with virus, please don't be silent! Because ccp turns the earth into hell https://t.co/TKi1bj8mmz",Hate,0.9829695947468916,0.01715406454603917,0.0042472631681314335
@nature33056074 @AhmadhMV @ZhaLiyou @abish_adhikari At least America attack from front not by  spreading  Virus to world ...Don't Chinese hear cries of  thousands of orphan children....whole world  know how u stop spreading.....by killing own citizens by shooting  them,Hate,0.8179260148329209,0.014775952924558,0.3164692116607808
@my_minkyu I know u did not just put loon in my mention chink.,Hate,0.6475937363119995,0.026261950385197328,0.37208323134234633
Coronavirus: Unilag students scamper for safety after spotting a Chinese man wearing face mask on campus (Photo) https://t.co/cWiMMG6pO8 https://t.co/B6JwXBw0fB,Neutral,0.019433687999258372,0.008240537360269713,0.9868796616857853
"You’re a 5’5 asian male whose no longer a doctor,  you’re the epitome of irrelevant, in fact you’re a detriment( Chinese virus / intellectual theft / stealing us tech)   Go Fuck yourself shrimp if u don’t like TRUMP",Other,0.3019449651345155,0.13912455796139525,0.030174903276583565
@jongaunt This store is near me and I think he’s being moronic in his argument people need to shop for food which are essential I’m sorry fella you need to close.... otherwise it’s the tip of the iceberg people will abuse any chink in the armour of social distancing,Neutral,0.06685972891432826,0.018277266246353358,0.8518064679266785
