Text,Label
"@DrEricDing Chinese always have this shit, like with thousands crime of evil CCP, they still tries to advocate for CCP, apparently it's in your gene. Now embrace it, since the CCP= Chinese, Wuhan coronavirus is Chinese virus.",Hate
"What. The. Fuck. Is. This. Boomer. Saying.  ''Durrr, the DemocRATS released a virus in WUHAN to try and get back a DRUMPF''",Non-Asian Aggression
China leaked that shit from a lab 100%,Hate
The Commie Chink bastards should pay for this global pandemic.,Hate
That way I would have won as well as I'm probably the only one who still Idolizes him after all these years. This was his moment but this Chinese virus has sucked the damn joy out of everything. Damn you!!!!,Neutral
@BarackObama Hello?  Anyone home???  @barackobama We have a fucking Chinese virus pandemic going on in the world. Can you stop with the “transformation” for a decade or two and talk about saving LIVES!!  This is REAL science!!!!!!!!!,Non-Asian Aggression
IM SO TIRED OF THE BLATANT RACISM BRUH UR CORONAVIRUS JOKES ARENT FUNNY UR BLTANT RACISM TOWARDS ASIAN PEOPLE OR CHINESE RESTAURANTS ARENT FUNNT SHUT THE FUCK UP,Counterhate
@TeamYouTube @Fight4HongKong What about the pro-China shits? You just let them go even they talk about coronavirus?,Neutral
'Unique ordeal': Wuhan evacuees head home after 14 days quarantined in Darwin https://t.co/xpy7zkkWoI via @ABCNews Absolutely amazing no whinging &amp; bitching about racist Australians &amp; the shocking quarantine conditions now ? I’m sure they thought it would be like Chinese camps !,Neutral
"@Nomor20420471 @CABO_BABY @ErinMayeQuade @atrupar The Communist Chinese are trying to place the blame of the CHINESE VIRUS on American men and women, our Troops! Our men and women are not responsible for the deadly virus that is now in 150 countries, killing thousands of people. I stand with Americans and will not allow it!",Hate
"@BetelgeuseDeo @fehler_thomas @permitstu @Adanger15 @PEACHYBLACKG0RL @misterpac_ If you want to blame someone, blame the Chinese government for failing to regulate and properly inspect all food and trade that comes in and out and is distributed throughout retail shops. But if you blame your Chinese neighbor for spreading the virus, you are fucking dumb.",Hate
@R_S_S___ @XHNews so how do we wuhan people against the virus？by useing the useless masks？funny mud pee and go fucking yourself,Non-Asian Aggression
"at the hip in Boston's seedy Chinatown with wall to wall whore parlors that sell sex.  @MichelleJWu  if you want to be an expert in health, medicine go back to school  and get your degree. You ARE NOT an expert on the Coronavirus. If citizens decide it's safer to stay away do be",Non-Asian Aggression
fuck china,Hate
All #Duterte needed to do was read the script and he still couldn't help himself from sucking Chinese dick! SICK OLD MAN! #CoronavirusPandemic #COVID19 #coronavirus,Non-Asian Aggression
A white war between the humans and virus whatever Chinese virus or corona virus (COVID-19) So thousands of crowds must be staying in a line No religions No racism  this is a notification for the humans More like a Alarm,Neutral
"@pushforward40 @charliekirk11 The Chinese have been trying to kill us for a very long time.  Poisoning our dogs, tainted Sheetrock, and now biologically producing a virus that kills massive amounts of people worldwide.",Hate
This shit a global pandemic i wish they stop lying to us    South Korea becomes most infected country outside China for coronavirus as cases spike  https://t.co/oI4vRO3usy,Hate
@wzndlnxx @ankit91364294 @Nirajkc150Niraj @China_Amb_India @the_hindu @businessline U people eat fresh live shit with all virus bacteria fungus !! U people don't leave any living creature 🤮🤮 what tribe of people eats bats and monsters 🤮🤮🤮🤮🤮 #ChineseVirus  making world suffer!!!,Hate
@mttywayne15 @TheWayneOffendr @nickwirbel @ChrisDepo @DanCrenshawTX ‘Congratulations’? Is that another stab at clever snark? Trump created the shit culture. Every weakling who runs around calling Covid-19 the ‘Chinese Virus’ because they think it makes them sound like anything other than a poser patriot fuels the environment created by the GOP.,Non-Asian Aggression
"@nntaleb, CNN rightly highlights despicable racist attacks on Asians, but then falls back on the “flu kills more people” fallacy :-( https://t.co/JuVJvQqwzG",Neutral
@DrTedros SHAME!!!  People are dying because of YOU! You received money and benefits from China and you are COVERING CHINA'S SHIT! You don't desesrve to be the leader of WHO! Your colleagues and you are not doing what's the best for all humans. #ChineseVirus #ChinaLiedPeopleDied #CHO,Hate
@XHNews xi created the chinese virus  china is a shit hole,Hate
"@DrTedros @WHO @AnnetteMKennedy @ICNurses @world_midwives How much did you get from china for killing innocent human being across the globe, you murderer. #WuhanVirus #ChinaLiedPeopleDie #WuhanHealthOrganisation",Hate
@jacquep Everything will be alright as long as the whole country keeps singing Rule Britannia and Land of soap and Tories. That will show that Chink virus whose boss.,Hate
if Biden started calling it the Wuhan virus every shit lib would try to tell you it was woke of him to do so,Neutral
@seanhannity Nothing is more disgusting in America than a virus being spread by fake news .  152 countries around the world have citizens dying of a Chinese Pandemic and all the American mainstream media can do is try to blame it all on the US President.,Hate
"The same bitches who say, “Ew. Chinese people so gross with this Coronavirus” are the same bitches who have unprotected sex with strangers and wonder why their coochie itch",Non-Asian Aggression
@9s_Watch @FuckChina721831 @MOFA_Taiwan @WHO The one should shut the fuck up is you #fuckchina,Hate
Communist China doing Communist things. That country is fuckin ass.,Hate
"COMMIE CHINK FUX SEEK TO CONTROL 'nCoV'//COVID-19 NARRATIVE; China steps up western media campaign over coronavirus crisis https://t.co/lDDKwCkfUa: 'xi', The Whole World knows the truth about u &amp; the 'CCF' Cadre - you mass murderer &amp; Stone-Cold serial killer",Hate
Lmao chink funny as hell her and veshia 😂😂😂😅,Neutral
"I hope nobody actually needs to be told this, but: odds of someone catching the coronavirus from American/Canadian Chinese restaurants are about as slim as catching it from literally anyone else here. The idea that people should avoid them is not only unfair but fucking asinine.",Counterhate
"President Trump is doing a great job. The weight of a Nation is on his shoulders and he is forging forward. Perhaps instead of bitching, why not jump in and help? This #ChineseVirus affects all Americans; it affects the world. #COVID19 #coronavirus https://t.co/j9b1HaZae1",Neutral
"Fuck China,spreading the virus all over the world,shame on you! #WuhanHealthOrganisation #ChinaLiedPeopleDied #ChinaIsAsshoe #ChinaVirus",Hate
"If you Democrats think you got you ass whooped in 2016 think again.   You have no fucking clue what's going to happen in Nov.   After 3 1/2 years of your BS &amp; now this CHINESE Virus, America is going to rise up &amp; crush the entire works of you MUTTS.   @realDonaldTrump #KAG https://t.co/rsmmtzSSIb",Hate
"@HandongOliver @goodboy1021 @SpokespersonCHN @WSJ @washingtonpost @nytimes No, you have been champion for the first few months in chinkna.  How many chinks in your family died? The American soldiers might have also got infected in Wuhan, but the ORIGIN of that virus is still from Wuhan. Do you need coffins?",Hate
"@CoombsGill @blaiklockBP @coombsgill Go hug a Muslim or Chinese. Hopefully, you will contract the Chinese virus and die as a  “non-racist” in the name of diversity. Bye!",Hate
GTFO Andrew Yang. I’m not going to put on a show to appease racists. I’ve seen my parents do this dance their entire lives and they still get called chink in public.,Non-Asian Aggression
@realDonaldTrump So do not expect black jew obama black jew leader cuz - to help out - look at who she has for friends - rapers -  Global Trade Disrupted as Companies Reduce Shipments From China Amid Coronavirus Outbreak - https://t.co/I1O1SwgFgi,Non-Asian Aggression
@moonlightdr1ve Mentel banget chink,Neutral
"@WagerSolution @OrlanditoSilva @yummy_peaches83 @Xpressreport @GreenJeanASSET @CurliHeadedFuk @eugenegu @realDonaldTrump Why do MAGAts think this is a valid response when confronted with everything Trump did wrong? 1) It WAS racist. Calling it the “Chinese Virus” is racist. The virus had already spread all over the world, and you’re gonna love this, infected Americans were still being allowed in.",Counterhate
@CGTNOfficial His ass burning..due to Chinese virus,Neutral
"@vanOnselenP @australian As a Chinese , really want to tell Australia people and the government never never trust CCP! They were born to eliminate human ! This CCP virus is not Chinese virus , we all victims! In the future we will be together to sue the CCP!Otherwise it will happen again! You never know",Hate
"If you start a post with ""we aren't racist . . ."" And proceed to record a video of you calling it the Chinese virus, you are racist.",Neutral
"Please don’t offer any helps or sympathy to China, they don’t deserve it. #CCP do very well on create hatred and shameless people in their country. And finally they will killed by themselves (plus whole world.",Hate
OOFF. Got called a dirty chink and got told to go back to my home country.   I’m from Nebraska. Home of the free and home of the corn. Let me buy my groceries in peace.,Neutral
"@RWPUSA @realDonaldTrump Although it doesn’t sound right to say “Chinese virus”, the origin of the Virus is animal (days, cats,bats,rats,snakes,etc) meat market in Wuhan.The virus transferred from animal to human, and then,from human to human. Thus,Chinese people should change their eating habits.",Hate
"the nhs and the uk gov is a fucking joke, letting the foreigners do all the work in the icu without the correct ppe, whereas the rest of them do admin work because they don't want to contract the wuhan virus (covid 19).",Non-Asian Aggression
"@ausgov How about you reconsider our trade arrangements with China and start bringing  back to Australia. They can't (but, will) keep getting away with shit like this. #BoycottChina #australiafirst #ChinaLiedPeopleDied",Hate
Trailer for the new #BladeRunner movie! 😬  #COVID #coronavirus #COVIDー19  #china #WuhanCoronavirus,Neutral
This is really fucked up. REAL FUCKED UP. #WuhanVirus #COVID19 #ChinaLiedPeopleDied,Hate
"@Ajith_Selva8 @Narayanan3 no idiotic and human virus communists can stand in front of us I have clearly explained how Spain, Italy, other European countries sent back Chinese kits saying faulty equipment has caused the spread of the virus in their countries nasty fellows",Non-Asian Aggression
"Just when I think shit can’t get more fucked up, the Chinese virus got Joe Exotic https://t.co/8r6cPEmjKL",Hate
@trishankkarthik Who cares how the Chinese cooked up their numbers. Nobody with an ounce of sense believed them in the first place. But if you look at their actions it will tell you some useful info: their major cities are free of the virus. And they’re shit scared of it coming back.... /,Non-Asian Aggression
"@SpeakerPelosi @jaketapper Isn't it interesting that the Chinavirus hotspots are Democrat cities? Sanctuary cities? ""Welcoming cities?"" @SpeakerPelosi @JoeBiden called @realDonaldTrump's China travel ban racist. Look at what they're ""welcoming"" has done. The Democrats have killed thousands of people.",Non-Asian Aggression
China trolls &amp; their Democrat troll puppets are sitting on most of the hashtags defending the Chinese Community Party &amp; slamming the President. Fuck em! #WuhanVirus,Hate
@mehdirhasan Middle East countries do not have the medical resources available to its population. The Chinese COVID-19 virus death rate should be 10X that of other countries.,Neutral
“chinese virus” isn’t inherently racist unless you make it racist you cannot change my mind goodbye americans,Neutral
@thehill Ain't it awful? It's called the Chinese Virus. Damned Americans just won't take direction from Beijing anymore. Must be all that damned patriotism. Can't seem to get anyone new to commit treason anymore? Have to rely upon the ones you bought years ago? Must really suck to be you.,Non-Asian Aggression
"@WSJPolitics @3M are assholes, CCP pillaged the worlds supplies, fuck china, keep the masks in America. I dont care where the resources come from. We all gotta live like assholes now and no one wants to blame on the CCP and the Who   #CCPVirus #coronavirus",Hate
"This is a good thing. Take back your independence America and stop dealing with Communists and Globalists that's trying to destroy our country. Also, help her rid of the Socialists Democrats in Congress who r selling our country to outsiders.",Neutral
"@GOPLeader You fucking racist ass. Its not the Chinese Coronavirus, its just the coronavirus.",Counterhate
"@memen7omori @vonderleyen See, how shame one you. Chinese always use this way to force people, like a grand baby. Whatever you said, more people know what is China doing the bull shit these months, at this way we have to thanks for ChineseVirus.  #TaiwanCanHelp #TaiwanIsHelping  #ChinaLiesPeopleDie",Hate
I hope ji xinginp gets fucked by a cactus..  #WuhanVirus  #ChineseVirusCorona,Hate
fucking Chinese virus!!,Hate
@yaboyabz I'm not talking about the church closing I'm talking about blaming the Chinese government for the plague like yeah their actions and shit was questionable but did they create the virus?,Counterhate
"@CuomoPrimeTime @ChrisCuomo BOCOc,  little ted lieu seems hurt.  Found the source of the “WUHAN virus” term, leading to FAKE outrage.  If you spent a little more time, TELLING THE TRUTH, instead of  FVCKING AROUND LIKE A LITTLE BITCH stooge,  We’d be better off!  https://t.co/QeBdgVthev",Non-Asian Aggression
@_ReaalAmerican_ @RudyGiuliani @realDonaldTrump trump closed the border end January to stop the spread from China virus  The dip shit Democrats called him a racist Trump created Chinese virus working group feb 1 Democrats were more worried about impeaching Trump then they were about the virus on feb 1 Democrats are donkeys,Non-Asian Aggression
"Politics over past decade has created a permissive racist UK (Muslims, Eastern European &amp; now Chinese).  Hospitality industry is driven by many from these communities. What are we doing to tackle this? “Chinese people targeted with abuse over coronavirus” https://t.co/cgP3KrDtie",Counterhate
6.64 million jobless claims...  Fuck the Chinese Fuck the Wuhan virus Fuck the Democrats Fuck the toilet paper hoarders Fuck the media Fuck this quarantine,Hate
I remember when we first hear about the corona virus we was all let damn them Chinese niggas is wild now look 😟😟😟,Hate
@Huawei Fuck u chinese you are virus #ChineseWuhanVirus #ChineseCoronaVirus #ChineseVirus19,Hate
@oged07 @anthonytao @DoubleEph Same people that tried to tell Americans they were racist for calling it the Chinese virus.,Neutral
"@TheSun This isn't racist you fucking morons!!!! It's the Truth! Oh wait a minute this is The Sun Newspaper page. .Oh yeah, all your journalists write BULLSHIT! Maybe when you get the virus you would also hate the filthy Chinese for what their wet markets have done.",Hate
@DonaldJTrumpJr If they would’ve put half the effort into the Chinese virus they did on the disgusting impeachment shit who knows what could’ve been accomplished already!,Non-Asian Aggression
@AmoneyResists #Trump2020 saved lives when he shut down travel from China while #liberals screamed #racist.  Results matter.  What have liberals ever accomplished?  Seriously!  What?  Anything?  #Detroit?  Shit on the streets in San Francisco?  #SanctuaryCities are the hotspots for #WuhanVirus,Non-Asian Aggression
@GordonGChang @CPAC @SaraCarterDC All countries need to refuse any Chinese people from entering their countries until China allows the world medical professionals and media to investigate their country for virus related info.,Hate
That’s Chinese in CCP controled China! Do you think they are human kind? I don’t! They look human kind but they are evil!,Hate
Funny how all those so called experts who were screaming (just the flu.) Are now telling everyone how they have been warning about #COVID19 from day one. When i started in was me translating chinese puting out warnings. While being called crazy. (Experts my ass)!!!,Non-Asian Aggression
"@Shakypro @AyesheI It's NOT the 'Chinese Virus', it's Covid 19. That's the problem, that's why it's racist. If you (universal 'you') since white people suck, basically anyone who 'looks Asian' to them get spit on, hit etc. It's not just the name, it's the racism being showed towards them right now.",Counterhate
@XieYuanzhao @ChineseEmbinUK It is called the “Chinese Syndrome” —chink man. https://t.co/7SIg9ffzVC,Hate
@ChinaScience @MicrobiomDigest Chinesevirus killing million of Innocent people in 205 countries,Hate
They eat shit never a truer word spoken #China #ChinaFlu #KungFlu #diseasedpeople #BanChineseWetMarkets #BanChina https://t.co/0dRxms1KVT,Hate
"@Enjoneer01 @IlhanMN Asking to happen is about as stupid as demanding a cure for Wuhan Virus to be done tomorrow .   Omar is all shit talk , mostly about things she has no idea about . Lip service that sounds pretty .",Non-Asian Aggression
"@SenSchumer Aww, was the big bully pwesident mean to little chuckie.  Whiny, little bitch.  #cutiepie #ChineseCoronaVirus #WuhanVirus",Non-Asian Aggression
"@davemacladd My partner, just off the phone to her bestie who is convinced that Coronavirus was made by the Chinese and sent to us in revenge for not allowing Huawei to install our 5G. If only we could have a virus that only infected the 'thick as shit' in the population, I despair.",Non-Asian Aggression
"🇺🇸🇺🇸🌺🌹🤩🌷🌼🇺🇸🌼🌷🤩🌹🌺🇺🇸🇺🇸 Could you imagine how infected with the Chinese virus America would be if the Wicked Witch of San Francisco, Nervous Nancy, was allowed to make the decision about limiting travel from China?  We'd be fucked!  God Bless America! God save our POTUS!",Non-Asian Aggression
@chuansao25813 @Bearsaroo @kriseva38514144 @AmbLiuXiaoMing We wouldn't have the fucking virus if chinese government had constrained it.,Hate
@dpIGqWEmkTGM1HA @bigboobyforlyf @gogoakback @bikash63 @vikaspandey7391 Stfu chink y'all suck mudafakaas..,Hate
"@TedDBexar well, that's just downright stupid.  Kills himself because he worried about the Chinese virus?  Damn. Some people......",Non-Asian Aggression
"Trump says the coronavirus is a hoax. Put your money where your mouth is, bitch - go to China. Now. #Coronavid19",Non-Asian Aggression
"@TheQueenSade @EnglishFox101 @KevinRampling You are fucking kidding right? Have you seen the videos of the Wuhan wet market or photos of the facilities that were hastily constructed to deal with the virus? If you had, you wouldn't be spouting this absurd bullshit. Do some research and stop being a fucking clueless tosser!",Non-Asian Aggression
"Amazing,, the only people dying from the Coronavirus are those in Socialist, Communist countries. Yet there’s people voting for their government health care system here in America. Bernie and the Democratics promising shit for votes works for uneducated college age students.",Neutral
"@AliciaRedd2 @itsJeffTiedrich @realDonaldTrump I FUCK YOU baby, beautiful Only trump have guts to say CHINESE Virus and to take action against china. https://t.co/VTiOBn27zU",Hate
@NikkiHaley @NavroopSingh_ @standamericanow Fuck u china 🖕 What u did to world is a nothing less than a war crime. The entire world is paying a huge price because of this filthy bastard country china. Once this pandemic is over the entire world should come together to make china pay for its crime.  #ChinaLiedPeopleDied https://t.co/AzYekcwrmI,Hate
"@Instablocked @CC03223046 @fat_lenin @Telescopemt @jenningsrall @Reuters I didn’t call you racist,dude. I called the another prick here who was calling saying that Spanish flu is Spanish because of its name and he was calling the SARS-CoV-2 the “Wuhan Virus” and being racist towards the Chinese. Looks like he deleted his account though,lmao.",Non-Asian Aggression
My dad has a wild ass theory. He was in Wuhan at the end of November and was sick for most of December with fever and the worst sounding cough ever. Also I got sick when I visited. He thinks we already had the coronavirus 😂😂😂,Neutral
@SUPTlX no im just a chink,Neutral
Don't let the chinese see this they will probably eat it and create som Venom shit type of virus,Hate
@cravecreative @Tiamatst81 Horrible stuff.  Good for you for showing it.  BardsofWar on Youtube has talked about Wuhan being hotbed of Nationalists and Coronavirus may be cover for suppression (and of course the maneStreemMedia somehow does not cover Hong Kong).  The gore and filth of communism.,Non-Asian Aggression
Chinese people be weird af... now there’s going to be another virus outbreak cuz these fucks like to eat weird shit,Hate
China kills students on 4.6.1989. It keeps lying no one died. In Recent years China kills #HongKong #tibet #Uyghur ppl. Now it is killing ppl in the world by #ChineseVirus #COVID19 #ChinaLiesPeopleDie #China_is_terrorist  #ChinaVirus,Hate
#COVID19 so this all started cuz some chinks want bat soup 🤡🤡🤡,Hate
Love how people are starting to call it the CCP virus cuz its the Chinese governments fault we're all stuck inside cuz theyre power mad fuck heads.,Hate
I could say a lot about you dirty no good mfs witcha chink ass eyes and you and ya whole fuckin fam stinking up the apartment hallway with ya nasty ass food and fish soups or let’s talk bout how you’ve turned downtown Oakland into a fuckin pigsty filthy bitches watch ya mouth,Hate
@TiffySweeney wouldn’t go back to my ex not even for the chinese virus cure. I rather fucking croke,Neutral
"@wil_silent @ChrisPen2530 @SkyNewsBreak Science bitch!  ""In 2014, a new theory about the origins of the virus suggested that it first emerged in China, National Geographic reported. Previously undiscovered records linked the flu to the transportation of Chinese laborers""   https://t.co/qbLAunmTxw",Hate
fucked a Chinese girl and found out that she had the coronavirus https://t.co/7W2fcnKphE,Neutral
Niggas stopped eating Chinese cuz the roni? Smh,Counterhate
"@SacBeeEditBoard @DebraMessing @RepGraceMeng @tedlieu The Trump Administration uses every crises to go full on racist: terrorist attack-ban the Muslims, Central Americans at border-build the wall, Coronavirus-Cancel flights from China, white males mass shoot hundreds-mental illness..sad!🙄🙄🙄",Non-Asian Aggression
"@realDonaldTrump @JasonMillerinDC CCP killed Xinjiang and Tibetans,I remain silent;  CCP kills Hong Kong people with virus, I remain silent;  CCP killed all Chinese with virus ,I remained silent;  Today, CCP kills people all over the world with virus, please don't be silent! Because ccp turns the earth into hell https://t.co/TKi1bj8mmz",Hate
@nature33056074 @AhmadhMV @ZhaLiyou @abish_adhikari At least America attack from front not by  spreading  Virus to world ...Don't Chinese hear cries of  thousands of orphan children....whole world  know how u stop spreading.....by killing own citizens by shooting  them,Hate
@my_minkyu I know u did not just put loon in my mention chink.,Hate
Coronavirus: Unilag students scamper for safety after spotting a Chinese man wearing face mask on campus (Photo) https://t.co/cWiMMG6pO8 https://t.co/B6JwXBw0fB,Neutral
"You’re a 5’5 asian male whose no longer a doctor,  you’re the epitome of irrelevant, in fact you’re a detriment( Chinese virus / intellectual theft / stealing us tech)   Go Fuck yourself shrimp if u don’t like TRUMP",Hate
@jongaunt This store is near me and I think he’s being moronic in his argument people need to shop for food which are essential I’m sorry fella you need to close.... otherwise it’s the tip of the iceberg people will abuse any chink in the armour of social distancing,Neutral
People are so UGLY. How can you refuse to see a DOCTOR because of a virus that originated in wuhan China? I don’t see “fear” I see racists!!! Uneducated people who would rather see a “white doctor”. This is not the first time I hear this lol.,Counterhate
How is the Chinese virus “racist”? It’s not racist if we gave the virus to the other countries and we were called the American virus. It’s not racist if the virus came from that place. Some ppl are more worried about racism than this virus. 🤦🏼‍♀️ #covid19 #trump @realDonaldTrump https://t.co/7SQMn0nHNF,Neutral
Wonder if WHO will do anything or will continue sucking that sweet China dick,Non-Asian Aggression
@RayJPolitics2 Exactly Ray J China doesn’t give a shit he’s got dirt on every piece of garbage here in the United States and you know it! We have a great military and our beautiful Donald J Trump we are ready for their stupidity their corruption and China’s little chinky chinky! Come take 🇺🇸,Hate
The whore is the first fat chink I’ve seen in along time. Lmfao,Hate
@gidifeedtv @Gidi_Traffic What's your business with Abba Kyari? Is he the one with the cure and vaccine of #ChineseVirus Just shut the fuck up if you don't have anything positive to say,Non-Asian Aggression
SHIT....Things be gettin real in #Japan. Seems #CoronaVirus is ready to kick Japans arse too. It would have been nice if the #WHO &amp; #CCPChina had been more honest &amp; transparent from the start of #CoronaVirusOutbreak so countries could properly prepare.,Neutral
@PDChinaBusiness @PDChina #ChineseVirus the dirty people .. fuck the chines minde,Hate
@brad_polumbo Then America should go back to work! Fuck the Chinese Virus!,Hate
"@rachelliang8 @JasonWander2 @8BitSuckerPunch @ZainAliiiiii @MFA_China Stop dumping blame on other countries like Italy, US, Spain ,&amp; Japan. U R so proud 2 B a Chinese who genocided 60 million of your own people, aborted girls leaving your men w/o wives, enslaved Weegurs, Tibetans, Mongols, &amp; countless others you fascist sick c*nt. You chink CCP bot",Hate
@Devin_Heroux @cbchh John Tory failed us horribly. At the beginning he accused people of being racist for self isolating by avoiding Chinese restaurants. Wasn't racism just science - avoid nations where the virus began. Now he scolds people for not self isolating. All of them are damn incompetent.,Non-Asian Aggression
"@GotRailedtoDeth CNN, MSNBC, and every other one of your favorite news channels called it the “wuhan virus” or the “Chinese virus” for almost 6 weeks. Is that racist, too? You’re a special kind of stupid.",Non-Asian Aggression
"Chinese is a nationality, not a race. Maybe if McCarthy called it Oriental Coronavirus, that could possibly be construed as racist.   'Chinese Coronavirus' Trends As Kevin McCarthy Accused of Being Racist Over COVID-19 Remarks - Newsweek https://t.co/ZGgy6Ha7P7 via @GoogleNews",Neutral
Ur telling me the most densely populated place in the world the virus just stopped? Yeah fuck off homie. Also cellphone service went down in Wuhan for the past three months? Yeah okay.,Neutral
"#YoMuzziesSoBad , they h@te Hindus so much, they started gathering deliberately to get infected with #ChinaVirus &amp; do #CoronaJihad .  Most islamic countries shut their M0SQUES &amp; sent #TablighiJamaat to infect Indian Muslims &amp; hurt Indians.  See what Muslims believe: https://t.co/BGbSSUCyxL",Non-Asian Aggression
"I'm CONFUSED. IF THE VIRUS IS TRANSMITTED HUMAN TO HUMAN BUT THERE ARE NO HUMANS ON THE STREETS BECAUSE OF THE 60M PPL QUARANTINE, THEN WHY ARE THEY SPRAYING THE STREETS?  Another video of chemical disinfection in the streets of Wuhan #coronavirus  https://t.co/aRlkNuNIhS 03",Neutral
"Novel coronavirus many times deadlier then the flu - ABC News https://t.co/e8fimbki4r via @GoogleNews  How do you keep pedaling this lie and sleep at night? China has a pop. of 1.4 Billion. Coronavirus started in 11/19 killed 3200, Flu has killed 20,000 in America since Jan-2020.",Neutral
@BNODesk Why does anybody still give a shit about what china is saying? They are telling one lie after the other either way. #ChinaLiedPeopleDied,Hate
I haven’t ate no Chinese food since that shit came up 😂,Hate
"@luyimbazifranci @XuZeyu_Philip @SCMPNews As you mentioned it started to kill people and noticed by Chinese doctors and governors in China, but as the birthplace of virus is not confirmed in China. Blame can only kill economy can’t kill virus. What we may get clearly is that virus can host in human beings.",Counterhate
The fact that people really ain’t eating Chinese food because of the coronavirus just goes to show how fucking tarded Americans are. Smh,Counterhate
🦠🦠☠️☠️ You are a poor ghost from: Kenya.  Niggas: You took the Chinese government and got blood.  And the virus: $ 20 million: you will be condemned.  God will repay you.  The sky will: Thunder hack your black dog!,Non-Asian Aggression
"@Mike_Pence @IvankaTrump WAKE UP AMERICA don't believe Fakenews Hysteria or doom&amp;gloom Lies by Drunken-pelosi &amp; Lying-schumer! Pres.Trump is Winning this ""Chinavirus"" War, America will not continue to hide at home as our Nation falls into dark despair &amp; begin to look like a 3rd World country...#KAG2020! https://t.co/BVgefaDkm9",Non-Asian Aggression
"@TrumpCivilians @HawkingDead @_seize_the_carp @michaeljknowles @greggutfeld @mmfa Oh and let's not forget the fact that he has been warning us for over 30 years that dumping all of our economy into China will eventually come back to bite us in the ass. Well if the Chinese virus isn't proof enough for you all, then I don't know what is.",Hate
@realDonaldTrump Donald hear this u put a ban on huawei . Their ceo who's from Chinese army fucking took a revenge on you #XiJingping virus. Chinese started world war 3 .  What's up with USA,Hate
"would be great.    However, if the virus does indeed discriminate on race, and only targets East Asians, then the WHO head's comments make sense.    This raises yet more questions:  If the COVID-19 is a race-based bioweapon, who created it?  The US?  Israel?",Neutral
@MollyJongFast DON'T BELIEVE THIS SHIT..CHINA AND ITALY DIDN'T TAKE IT SERIOUS TILL IT GOT OUT OF HAND!! WE CAN LET THAT HAPPEN HERE!!!!!! #coronavirus,Neutral
sometimes I think I’d make a great centrist YouTuber but then I realize I’d get ridiculed and called a chink and it still makes me want to open a channel,Neutral
#fuckchina and fuck the #ChineseVirus   Wuhan doctor who went public over spread of coronavirus 'goes missing' https://t.co/lKwsOdGecR via @MailOnline,Hate
This is just straight up Chinese propaganda.  They're not even trying to hide it anymore.  The US BEARS NO BLAME FOR THIS FUCKING VIRUS. PERIOD.,Hate
"Once again #Hindus terrorist attack in India burning mosques killing Muslims, my God, send soldier of your soldiers to Hindu like sent #coronavirus to China &amp; Since emergence virus China didn't kill Muslims my God, send to Hindu greater than virus &amp; do not find treatment for it https://t.co/WZ0IPszFbU",Non-Asian Aggression
"@Looby007 @tired_puppy @Bubba19991 @itsJeffTiedrich @marcorubio Oh i wish I got paid for making losers cryyy, besides who had the fucking time to make a paid bot account 🤣🤣 I got all the time in the world baby #CCPVirus a bitch huh",Neutral
@JazzEgger I'm a chink how did I end up here JDHFJDNSK,Neutral
"#FuckChina who is to blame for all this shit that is happening?. They are even trying to sale wrong goods to many, many countries. China the new rules of this fucking world !!",Hate
"Islamophobia is a Earth globe europe-africa global phenomenon:    India -Delhi riots leave 40 dead, 4 mosques destroyed  Germany-anti-Muslim bigot kills 10 people    China -No coronavirus protection for Muslims in prison camps. but unfortunately@pakistan has no UF's   about china",Neutral
"@EliStokols OAN's correspondent asked the president if it was true that ""Chink-19"" actually makes your penis longer, and your hair thicker.  @MollyJongFast",Hate
"@ReefDontLikeIt @nyr_fanatic11 @_ReaalAmerican_ @jabinbotsford @realDonaldTrump i am with the guy who says it should be officially named chinese or wu han virus, of cos i am in hong kong, i am given birth by a useless chink cunt! i hate myself , so whats it got to do with the naming of the virus?",Hate
Ok this is esome scary shit This is a movie acted in 2018. ‘Corona virus 🦠 was created by the Chinese’ Retweet and pass it on https://t.co/81stb5hKIz,Hate
Fuck CCP to the moon! The freedom fighter from hong kong tried to warn us.  #CCPVirus #ChinaLiedPeopleDie https://t.co/wVNHHGmP1c,Hate
"@HSugarCookie I live in Texas and just like anywhere else we have assholes who are insane and I just want all of this virus shit to end, do not hate Asians, especially the chinese you can hate their government because f them, but do not hate a race, that had nothing to do with this.",Counterhate
Just because someone is Chinese doesn’t mean they’re why we have corona dumb Ass.  Lol go sit in your corner,Counterhate
"@papalati @maytriarc I didn‘t call her racist, I know she is a caring woman, but it is critical to suppose that this virus was born in a chinese lab and China released it to the world without any evidence. We have to fight this virus &amp; grow together as one human mankind and not pointing at others.",Counterhate
@DGB365 @BonnieGlaser @globaltimesnews @SecPompeo what are you saying...china is trying to spread propaganda that the US started this virus and that it kicked out Chinese journalists to hide the truth about American infections when it americans were kicked out first. go to china. no one wants a fucking communist sympathizer here,Hate
"@ASAHIKASEI The US people has been killed enormously with Chinese killing virus!We are in a hurry to increase Ekmo production,especially with respiratory failure!Seems to be deceive with Interleukin administration by Cytokinestorm!Administer Avigan early! https://t.co/QPMHYqZ41S",Hate
My friends always say I look chink but I never really see it 🥴,Neutral
